id,year,region,wine,beer,vodka,champagne,brandy,total_consumption
1179,2012,"Nenets Autonomous Okrug",9.90,54.90,19.00,2.70,1.40,87.90
1180,2012,"Nizhny Novgorod Oblast",7.30,53.50,10.50,1.80,0.70,73.80
1181,2012,"Novgorod Oblast",13.10,50.00,14.70,2.60,1.10,81.50
1182,2012,"Novosibirsk Oblast",5.40,89.70,9.70,1.90,0.80,107.50
1183,2012,"Omsk Oblast",5.10,125.20,7.00,1.40,0.50,139.20
1184,2012,"Orenburg Oblast",4.50,65.20,6.50,1.20,0.40,77.80
1185,2012,"Oryol Oblast",6.40,66.80,8.00,1.70,0.50,83.40
1186,2012,"Penza Oblast",6.00,97.90,7.30,1.00,0.40,112.60
1187,2012,"Perm Krai",5.60,82.70,9.70,1.40,0.80,100.20
1188,2012,"Primorsky Krai",6.70,67.30,11.20,2.30,0.80,88.30
1189,2012,"Pskov Oblast",9.50,43.10,12.10,1.80,0.90,67.40
1190,2012,"Altai Republic",5.20,62.90,9.90,1.00,0.50,79.50
1191,2012,"Komi Republic",9.60,90.00,18.90,2.20,1.30,122.00
1192,2012,"Tuva Republic",3.80,95.80,12.10,0.80,0.40,112.90
1193,2012,"Rostov Oblast",4.00,50.80,5.30,1.60,0.70,62.40
1194,2012,"Ryazan Oblast",6.50,71.40,9.20,1.60,0.60,89.30
1195,2012,"Samara Oblast",6.40,56.00,8.20,1.90,0.70,73.20
1196,2012,"Saint Petersburg",8.00,77.20,8.60,2.80,1.30,97.90
1197,2012,"Saratov Oblast",5.50,54.10,8.80,1.40,0.60,70.40
1198,2012,"Sakhalin Oblast",8.10,67.20,17.10,3.80,1.40,97.60
1199,2012,"Sverdlovsk Oblast",7.60,90.80,11.60,1.90,0.90,112.80
1200,2012,"Republic of North Ossetia-Alania",1.40,21.00,2.80,0.60,0.30,26.10
1201,2012,"Smolensk Oblast",8.00,58.30,13.00,2.20,1.00,82.50
1202,2012,"Stavropol Krai",5.50,63.10,5.30,2.10,1.00,77.00
1203,2012,"Tambov Oblast",6.60,78.80,8.50,1.20,0.50,95.60
1204,2012,"Republic of Tatarstan",3.70,87.10,13.10,1.20,0.60,105.70
1205,2012,"Tver Oblast",9.80,64.60,13.80,1.70,1.00,90.90
1206,2012,"Tomsk Oblast",7.90,42.40,12.00,1.50,0.80,64.60
1207,2012,"Tula Oblast",6.40,45.60,9.20,2.30,0.60,64.10
1208,2012,"Tyumen Oblast",7.40,85.50,12.00,2.00,1.30,108.20
1209,2012,"Udmurt Republic",8.00,96.10,13.10,1.00,0.60,118.80
1210,2012,"Ulyanovsk Oblast",6.60,54.60,8.20,1.60,0.50,71.50
1211,2012,"Khabarovsk Krai",6.20,98.20,17.80,3.60,1.00,126.80
1212,2012,"Republic of Khakassia",4.70,70.30,11.20,1.00,0.60,87.80
1213,2012,"Khantyâ€“Mansi Autonomous Okrug â€“ Yugra",6.80,72.40,12.20,2.10,1.60,95.10
1214,2012,"Chelyabinsk Oblast",7.00,77.20,11.80,2.10,0.60,98.70
1215,2012,"Chuvash Republic",5.20,41.60,13.90,1.20,0.60,62.50
1216,2012,"Chukotka Autonomous Okrug",5.10,24.00,13.70,3.00,1.60,47.40
1217,2012,"Sakha (Yakutia) Republic",5.80,56.00,11.70,2.40,0.70,76.60
1218,2012,"Yamalo-Nenets Autonomous Okrug",6.30,99.90,14.10,2.50,1.80,124.60
1219,2012,"Yaroslavl Oblast",9.70,73.40,12.70,1.90,1.10,98.80
1220,2013,"Republic of Adygea",2.90,37.00,4.70,1.20,0.70,46.50
1221,2013,"Altai Krai",4.40,64.60,8.70,1.40,0.40,79.50
1222,2013,"Amur Oblast",6.70,75.10,10.20,1.90,0.70,94.60
1223,2013,"Arkhangelsk Oblast",9.20,49.20,14.40,2.30,1.10,76.20
1224,2013,"Astrakhan Oblast",4.20,79.10,7.30,1.00,0.60,92.20
1225,2013,"Republic of Bashkortostan",4.00,90.30,10.80,0.80,0.60,106.50
1226,2013,"Belgorod Oblast",3.10,45.70,6.60,1.30,0.60,57.30
1227,2013,"Bryansk Oblast",7.50,42.40,7.80,1.60,0.50,59.80
1228,2013,"Republic of Buryatia",4.30,40.00,10.50,0.70,0.30,55.80
1229,2013,"Vladimir Oblast",7.20,45.80,10.90,1.60,0.80,66.30
1230,2013,"Volgograd Oblast",4.60,78.40,4.70,1.70,0.50,89.90
1231,2013,"Vologda Oblast",8.20,92.00,12.90,1.30,0.70,115.10
1232,2013,"Voronezh Oblast",7.00,85.20,8.00,2.30,0.50,103.00
1233,2013,"Republic of Dagestan",1.00,2.10,4.80,0.30,0.30,8.50
1234,2013,"Jewish Autonomous Oblast",4.50,65.10,10.10,1.70,0.50,81.90
1235,2013,"Zabaykalsky Krai",6.40,64.50,12.70,1.10,0.40,85.10
1236,2013,"Ivanovo Oblast",8.80,84.70,9.30,1.70,0.60,105.10
1237,2013,"Irkutsk Oblast",5.80,71.60,9.40,1.50,0.60,88.90
1238,2013,"Kabardino-Balkar Republic",0.80,17.80,1.60,0.30,0.20,20.70
1239,2013,"Kaliningrad Oblast",6.90,57.60,13.20,1.90,2.10,81.70
1240,2013,"Republic of Kalmykia",2.20,13.60,4.30,0.30,0.40,20.80
1241,2013,"Kaluga Oblast",8.60,52.30,11.70,1.70,0.90,75.20
1242,2013,"Kamchatka Krai",6.70,76.30,15.10,4.10,1.80,104.00
1243,2013,"Karachay-Cherkess Republic",1.10,28.10,1.20,0.40,0.30,31.10
1244,2013,"Republic of Karelia",10.80,58.30,15.40,1.70,1.30,87.50
1245,2013,"Kemerovo Oblast",5.90,72.60,11.30,1.80,0.80,92.40
1246,2013,"Kirov Oblast",8.10,73.30,12.90,1.40,0.60,96.30
1247,2013,"Kostroma Oblast",6.60,52.40,11.50,1.30,0.60,72.40
1248,2013,"Krasnodar Krai",5.10,64.10,5.00,1.80,0.80,76.80
1249,2013,"Krasnoyarsk Krai",5.40,73.90,9.40,1.70,0.80,91.20
1250,2013,"Kurgan Oblast",4.90,77.60,5.80,1.30,0.50,90.10
1251,2013,"Kursk Oblast",5.10,51.90,7.60,1.70,0.60,66.90
1252,2013,"Leningrad Oblast",6.60,73.60,12.20,2.00,1.20,95.60
1253,2013,"Lipetsk Oblast",5.20,72.00,7.10,1.20,0.50,86.00
1254,2013,"Magadan Oblast",6.80,61.60,17.80,4.30,2.10,92.60
1255,2013,"Mari El Republic",8.00,28.60,10.60,1.10,0.60,48.90
1256,2013,"Republic of Mordovia",6.30,61.10,9.60,1.30,0.50,78.80
1257,2013,Moscow,8.80,92.50,16.00,5.10,1.70,124.10
1258,2013,"Moscow Oblast",6.50,99.00,11.50,2.40,1.50,120.90
1259,2013,"Murmansk Oblast",10.90,54.10,13.20,3.30,1.70,83.20
1260,2013,"Nenets Autonomous Okrug",8.40,57.20,14.90,2.60,1.30,84.40
1261,2013,"Nizhny Novgorod Oblast",6.00,55.50,8.50,1.60,0.70,72.30
1262,2013,"Novgorod Oblast",11.30,48.70,12.60,2.40,1.10,76.10
1263,2013,"Novosibirsk Oblast",5.30,74.90,7.90,1.80,0.70,90.60
1264,2013,"Omsk Oblast",4.90,103.00,5.00,1.50,0.50,114.90
1265,2013,"Orenburg Oblast",4.00,63.00,5.70,1.10,0.30,74.10
1266,2013,"Oryol Oblast",5.90,73.20,6.70,1.70,0.50,88.00
1267,2013,"Penza Oblast",6.30,128.50,6.00,1.00,0.40,142.20
1268,2013,"Perm Krai",5.20,74.20,8.70,1.30,0.80,90.20
1269,2013,"Primorsky Krai",5.90,67.50,11.40,2.30,0.90,88.00
1270,2013,"Pskov Oblast",7.30,40.50,8.00,1.00,0.60,57.40
1271,2013,"Altai Republic",4.20,59.50,9.10,1.00,0.40,74.20
1272,2013,"Komi Republic",9.00,81.20,16.30,2.40,1.30,110.20
1273,2013,"Tuva Republic",2.70,90.00,10.30,0.70,0.40,104.10
1274,2013,"Rostov Oblast",4.50,52.60,4.60,1.50,0.60,63.80
1275,2013,"Ryazan Oblast",5.60,66.00,7.50,1.60,0.60,81.30
1276,2013,"Samara Oblast",5.70,55.40,6.90,1.90,0.70,70.60
1277,2013,"Saint Petersburg",6.80,44.20,7.20,2.60,1.00,61.80
1278,2013,"Saratov Oblast",4.80,40.30,5.20,1.20,0.60,52.10
1279,2013,"Sakhalin Oblast",7.20,70.90,15.00,3.80,1.40,98.30
1280,2013,"Sverdlovsk Oblast",7.10,91.70,11.80,2.00,1.00,113.60
1281,2013,"Republic of North Ossetia-Alania",1.30,20.70,2.20,0.50,0.20,24.90
1282,2013,"Smolensk Oblast",7.50,56.10,11.20,2.20,1.00,78.00
1283,2013,"Stavropol Krai",4.50,60.00,4.50,1.90,0.90,71.80
1284,2013,"Tambov Oblast",5.20,82.40,6.60,1.10,0.50,95.80
1285,2013,"Republic of Tatarstan",3.80,79.90,10.70,1.00,0.60,96.00
1286,2013,"Tver Oblast",7.10,64.50,12.50,1.40,1.00,86.50
1287,2013,"Tomsk Oblast",7.60,44.60,11.20,1.50,0.80,65.70
1288,2013,"Tula Oblast",4.80,46.60,7.00,1.50,0.60,60.50
1289,2013,"Tyumen Oblast",6.70,83.50,11.50,2.10,1.30,105.10
1290,2013,"Udmurt Republic",5.70,82.80,10.90,1.00,0.70,101.10
1291,2013,"Ulyanovsk Oblast",5.30,55.20,7.40,1.70,0.50,70.10
1292,2013,"Khabarovsk Krai",5.70,94.30,14.10,3.10,1.00,118.20
1293,2013,"Republic of Khakassia",3.30,68.60,7.10,0.90,0.50,80.40
1294,2013,"Khantyâ€“Mansi Autonomous Okrug â€“ Yugra",6.10,71.50,11.80,2.20,1.60,93.20
1295,2013,"Chelyabinsk Oblast",4.70,79.80,6.80,1.90,0.70,93.90
1296,2013,"Chuvash Republic",5.20,43.80,11.30,1.20,0.50,62.00
1297,2013,"Chukotka Autonomous Okrug",4.00,27.00,13.40,2.30,1.50,48.20
1298,2013,"Sakha (Yakutia) Republic",4.70,55.50,10.70,2.00,0.70,73.60
1299,2013,"Yamalo-Nenets Autonomous Okrug",5.80,97.70,12.70,2.50,1.70,120.40
1300,2013,"Yaroslavl Oblast",7.60,79.30,11.10,1.70,1.00,100.70
1301,2014,"Republic of Adygea",3.70,28.70,4.10,1.50,0.70,38.70
1302,2014,"Altai Krai",4.10,52.50,5.50,1.00,0.30,63.40
1303,2014,"Amur Oblast",6.10,64.00,8.30,1.80,0.60,80.80
1304,2014,"Arkhangelsk Oblast",10.70,64.40,12.80,2.00,1.00,90.90
1305,2014,"Astrakhan Oblast",5.10,62.90,5.80,1.00,0.70,75.50
1306,2014,"Republic of Bashkortostan",3.20,75.10,9.50,0.90,0.40,89.10
1307,2014,"Belgorod Oblast",3.00,55.50,5.20,1.20,0.30,65.20
1308,2014,"Bryansk Oblast",8.50,46.90,6.40,1.40,0.50,63.70
1309,2014,"Republic of Buryatia",4.90,39.30,9.00,0.80,0.30,54.30
1310,2014,"Vladimir Oblast",9.60,51.40,7.90,1.00,0.70,70.60
1311,2014,"Volgograd Oblast",5.50,72.70,3.60,1.60,0.50,83.90
1312,2014,"Vologda Oblast",10.00,63.70,11.10,1.20,0.60,86.60
1313,2014,"Voronezh Oblast",5.80,63.90,4.90,1.60,0.60,76.80
1314,2014,"Republic of Dagestan",0.40,2.20,2.90,0.20,0.30,6.00
1315,2014,"Jewish Autonomous Oblast",5.30,56.10,8.80,1.50,0.40,72.10
1316,2014,"Zabaykalsky Krai",6.60,38.80,9.20,1.10,0.30,56.00
1317,2014,"Ivanovo Oblast",8.20,71.60,7.00,1.00,0.60,88.40
1318,2014,"Irkutsk Oblast",6.20,73.20,7.70,1.50,0.60,89.20
1319,2014,"Kabardino-Balkar Republic",0.50,17.10,0.60,0.30,0.10,18.60
1320,2014,"Kaliningrad Oblast",6.90,36.90,7.70,1.50,1.20,54.20
1321,2014,"Republic of Kalmykia",3.10,17.40,3.60,0.30,0.50,24.90
1322,2014,"Kaluga Oblast",7.70,46.10,9.00,1.80,0.90,65.50
1323,2014,"Kamchatka Krai",6.40,76.00,13.00,4.00,1.70,101.10
1324,2014,"Karachay-Cherkess Republic",1.20,28.10,0.90,0.40,0.20,30.80
1325,2014,"Republic of Karelia",12.30,57.50,13.50,1.60,1.20,86.10
1326,2014,"Kemerovo Oblast",4.50,72.10,7.40,1.20,0.50,85.70
1327,2014,"Kirov Oblast",8.50,73.80,10.60,1.20,0.60,94.70
1328,2014,"Kostroma Oblast",7.30,52.00,9.00,1.10,0.50,69.90
1329,2014,"Krasnodar Krai",5.60,66.80,4.20,1.70,0.70,79.00
1330,2014,"Krasnoyarsk Krai",4.80,61.30,6.70,1.60,0.80,75.20
1331,2014,"Republic of Crimea",3.70,16.20,3.90,0.80,1.10,25.70
1332,2014,"Kurgan Oblast",5.00,70.00,4.20,1.30,0.40,80.90
1333,2014,"Kursk Oblast",5.70,44.80,4.30,1.60,0.50,56.90
1334,2014,"Leningrad Oblast",9.20,49.70,10.60,2.00,1.30,72.80
1335,2014,"Lipetsk Oblast",6.40,56.80,5.00,1.20,0.40,69.80
1336,2014,"Magadan Oblast",7.70,63.50,16.50,4.30,2.00,94.00
1337,2014,"Mari El Republic",8.60,34.60,9.30,1.10,0.60,54.20
1338,2014,"Republic of Mordovia",8.20,55.90,7.40,0.70,0.40,72.60
1339,2014,Moscow,8.50,82.90,15.70,5.10,1.70,113.90
1340,2014,"Moscow Oblast",8.20,97.70,10.10,2.40,1.30,119.70
1341,2014,"Murmansk Oblast",8.00,56.30,11.30,2.70,1.70,80.00
1342,2014,"Nenets Autonomous Okrug",11.40,49.50,11.50,2.10,1.00,75.50
1343,2014,"Nizhny Novgorod Oblast",7.80,56.30,7.00,1.00,0.70,72.80
1344,2014,"Novgorod Oblast",12.00,53.70,10.50,2.00,1.00,79.20
1345,2014,"Novosibirsk Oblast",6.00,67.50,6.50,1.90,0.60,82.50
1346,2014,"Omsk Oblast",4.90,79.70,4.30,1.50,0.50,90.90
1347,2014,"Orenburg Oblast",4.00,60.50,3.70,1.20,0.30,69.70
1348,2014,"Oryol Oblast",6.90,54.40,4.90,1.70,0.50,68.40
1349,2014,"Penza Oblast",7.20,100.70,4.90,0.90,0.40,114.10
1350,2014,"Perm Krai",6.50,52.90,8.50,1.30,0.90,70.10
1351,2014,"Primorsky Krai",6.70,66.10,11.40,2.40,1.10,87.70
1352,2014,"Pskov Oblast",12.10,47.50,8.40,1.90,0.70,70.60
1353,2014,"Altai Republic",4.20,39.00,8.80,1.40,0.40,53.80
1354,2014,"Komi Republic",10.40,65.00,14.30,2.00,1.30,93.00
1355,2014,"Tuva Republic",2.10,84.60,4.00,0.70,0.30,91.70
1356,2014,"Rostov Oblast",4.50,55.00,3.90,1.30,0.50,65.20
1357,2014,"Ryazan Oblast",6.70,52.10,5.60,1.40,0.60,66.40
1358,2014,"Samara Oblast",5.60,59.90,4.90,1.70,0.60,72.70
1359,2014,"Saint Petersburg",8.20,41.80,7.70,2.90,1.30,61.90
1360,2014,"Saratov Oblast",5.10,37.80,3.40,1.50,0.50,48.30
1361,2014,"Sakhalin Oblast",8.00,76.70,13.40,3.80,1.30,103.20
1362,2014,"Sverdlovsk Oblast",7.30,73.70,8.40,1.80,0.90,92.10
1363,2014,Sevastopol,5.60,26.00,5.10,2.10,1.30,40.10
1364,2014,"Republic of North Ossetia-Alania",0.60,19.80,1.30,0.60,0.10,22.40
1365,2014,"Smolensk Oblast",8.70,55.50,8.80,2.10,0.90,76.00
1366,2014,"Stavropol Krai",4.80,59.30,3.00,1.40,0.60,69.10
1367,2014,"Tambov Oblast",5.20,61.70,3.90,0.80,0.40,72.00
1368,2014,"Republic of Tatarstan",4.20,70.90,9.30,0.80,0.60,85.80
1369,2014,"Tver Oblast",8.10,64.20,9.40,1.70,0.80,84.20
1370,2014,"Tomsk Oblast",5.50,45.10,6.80,1.50,0.70,59.60
1371,2014,"Tula Oblast",5.30,47.80,5.60,1.30,0.60,60.60
1372,2014,"Tyumen Oblast",5.20,77.90,9.90,2.00,1.20,96.20
1373,2014,"Udmurt Republic",5.90,68.80,9.30,1.00,0.60,85.60
1374,2014,"Ulyanovsk Oblast",6.40,47.60,4.90,1.20,0.50,60.60
1375,2014,"Khabarovsk Krai",5.70,90.90,12.00,3.00,0.90,112.50
1376,2014,"Republic of Khakassia",4.10,82.20,4.60,1.20,0.60,92.70
1377,2014,"Khantyâ€“Mansi Autonomous Okrug â€“ Yugra",4.40,69.90,10.90,1.80,1.40,88.40
1378,2014,"Chelyabinsk Oblast",5.90,53.90,5.80,1.70,0.60,67.90
1379,2014,"Chuvash Republic",6.50,40.20,9.40,0.70,0.50,57.30
1380,2014,"Chukotka Autonomous Okrug",9.60,32.70,11.30,2.60,1.50,57.70
1381,2014,"Sakha (Yakutia) Republic",5.40,56.10,9.80,1.90,0.60,73.80
1382,2014,"Yamalo-Nenets Autonomous Okrug",5.00,86.20,10.20,2.00,1.50,104.90
1383,2014,"Yaroslavl Oblast",9.90,60.90,9.80,1.50,1.00,83.10
1384,2015,"Republic of Adygea",3.90,26.00,3.50,1.20,0.50,35.10
1385,2015,"Altai Krai",4.40,45.80,4.50,0.90,0.30,55.90
1386,2015,"Amur Oblast",6.00,50.70,6.70,1.50,0.50,65.40
1387,2015,"Arkhangelsk Oblast",9.00,49.10,11.80,1.80,0.90,72.60
1388,2015,"Astrakhan Oblast",4.70,37.40,4.70,0.90,0.60,48.30
1389,2015,"Republic of Bashkortostan",3.30,42.00,5.70,0.80,0.40,52.20
1390,2015,"Belgorod Oblast",2.70,53.40,4.60,1.10,0.30,62.10
1391,2015,"Bryansk Oblast",8.30,39.50,5.70,1.20,0.50,55.20
1392,2015,"Republic of Buryatia",5.20,38.30,7.90,0.70,0.30,52.40
1393,2015,"Vladimir Oblast",9.20,50.90,7.40,1.00,0.70,69.20
1394,2015,"Volgograd Oblast",5.20,48.80,3.30,1.40,0.50,59.20
1395,2015,"Vologda Oblast",8.50,34.70,9.30,1.10,0.60,54.20
1396,2015,"Voronezh Oblast",5.50,51.10,4.10,1.40,0.50,62.60
1397,2015,"Republic of Dagestan",0.40,2.10,1.90,0.30,0.30,5.00
1398,2015,"Jewish Autonomous Oblast",5.40,59.00,8.00,1.60,0.40,74.40
1399,2015,"Zabaykalsky Krai",6.60,31.90,7.00,0.90,0.30,46.70
1400,2015,"Ivanovo Oblast",7.70,72.10,6.60,0.90,0.50,87.80
1401,2015,"Irkutsk Oblast",6.00,66.90,6.80,1.40,0.50,81.60
1402,2015,"Kabardino-Balkar Republic",0.60,16.30,0.50,0.30,0.10,17.80
1403,2015,"Kaliningrad Oblast",8.60,36.10,7.20,1.40,1.10,54.40
1404,2015,"Republic of Kalmykia",2.70,19.60,3.40,0.30,0.40,26.40
1405,2015,"Kaluga Oblast",7.60,45.60,7.60,1.60,0.90,63.30
1406,2015,"Kamchatka Krai",7.00,81.20,11.40,3.70,1.50,104.80
1407,2015,"Karachay-Cherkess Republic",1.10,28.90,0.80,0.30,0.20,31.30
1408,2015,"Republic of Karelia",11.70,53.80,12.00,1.50,1.10,80.10
1409,2015,"Kemerovo Oblast",4.90,72.40,6.80,1.20,0.50,85.80
1410,2015,"Kirov Oblast",7.50,72.90,9.70,1.00,0.50,91.60
1411,2015,"Kostroma Oblast",7.00,39.10,8.20,1.00,0.50,55.80
1412,2015,"Krasnodar Krai",5.60,63.00,3.80,1.70,0.70,74.80
1413,2015,"Krasnoyarsk Krai",5.10,60.10,5.90,1.60,0.70,73.40
1414,2015,"Republic of Crimea",4.00,42.80,3.80,1.60,0.90,53.10
1415,2015,"Kurgan Oblast",4.90,63.60,3.30,1.10,0.40,73.30
1416,2015,"Kursk Oblast",5.50,41.90,3.80,1.40,0.40,53.00
1417,2015,"Leningrad Oblast",9.50,44.40,9.60,1.80,1.30,66.60
1418,2015,"Lipetsk Oblast",6.20,40.00,4.50,1.10,0.40,52.20
1419,2015,"Magadan Oblast",8.20,59.80,14.10,3.90,1.70,87.70
1420,2015,"Mari El Republic",8.50,32.40,8.80,0.80,0.60,51.10
1421,2015,"Republic of Mordovia",5.30,31.40,6.60,0.70,0.30,44.30
1422,2015,Moscow,7.50,79.50,13.30,4.50,1.50,106.30
1423,2015,"Moscow Oblast",8.30,94.90,9.40,2.30,1.20,116.10
1424,2015,"Murmansk Oblast",8.50,45.70,12.20,2.70,1.90,71.00
1425,2015,"Nenets Autonomous Okrug",12.80,56.90,12.50,2.60,1.10,85.90
1426,2015,"Nizhny Novgorod Oblast",6.80,56.90,6.70,1.10,0.70,72.20
1427,2015,"Novgorod Oblast",10.50,49.30,8.50,1.40,0.90,70.60
1428,2015,"Novosibirsk Oblast",5.80,55.70,4.90,1.40,0.50,68.30
1429,2015,"Omsk Oblast",5.00,60.40,3.40,1.20,0.40,70.40
1430,2015,"Orenburg Oblast",4.50,42.00,3.20,1.00,0.30,51.00
1431,2015,"Oryol Oblast",7.20,49.40,4.40,1.50,0.50,63.00
1432,2015,"Penza Oblast",6.20,65.60,4.30,0.70,0.30,77.10
1433,2015,"Perm Krai",5.80,47.30,6.90,0.90,0.80,61.70
1434,2015,"Primorsky Krai",6.20,71.50,7.70,2.00,0.80,88.20
1435,2015,"Pskov Oblast",9.70,50.90,6.70,1.70,0.70,69.70
1436,2015,"Altai Republic",4.30,40.30,7.70,1.00,0.30,53.60
1437,2015,"Komi Republic",9.50,64.70,13.00,1.70,1.10,90.00
1438,2015,"Tuva Republic",1.90,67.00,2.20,0.50,0.20,71.80
1439,2015,"Rostov Oblast",4.40,55.30,3.80,1.20,0.50,65.20
1440,2015,"Ryazan Oblast",6.40,41.50,5.10,1.20,0.50,54.70
1441,2015,"Samara Oblast",5.70,60.60,4.50,1.30,0.60,72.70
1442,2015,"Saint Petersburg",8.10,36.10,6.90,2.30,1.30,54.70
1443,2015,"Saratov Oblast",5.00,42.40,2.80,0.90,0.40,51.50
1444,2015,"Sakhalin Oblast",8.80,82.80,13.00,3.90,1.20,109.70
1445,2015,"Sverdlovsk Oblast",7.20,63.90,6.80,1.60,0.90,80.40
1446,2015,Sevastopol,5.00,15.20,4.10,2.00,0.90,27.20
1447,2015,"Republic of North Ossetia-Alania",0.50,19.20,0.60,0.50,0.10,20.90
1448,2015,"Smolensk Oblast",8.00,51.80,7.10,1.70,0.80,69.40
1449,2015,"Stavropol Krai",3.90,57.50,2.40,1.10,0.50,65.40
1450,2015,"Tambov Oblast",4.90,58.10,3.00,0.80,0.30,67.10
1451,2015,"Republic of Tatarstan",4.20,64.00,9.10,0.70,0.50,78.50
1452,2015,"Tver Oblast",7.70,68.60,8.20,1.50,0.70,86.70
1453,2015,"Tomsk Oblast",5.10,46.20,4.50,1.40,0.60,57.80
1454,2015,"Tula Oblast",5.50,46.40,4.60,1.10,0.50,58.10
1455,2015,"Tyumen Oblast",5.20,75.70,8.90,1.90,1.10,92.80
1456,2015,"Udmurt Republic",5.50,60.30,9.00,0.90,0.60,76.30
1457,2015,"Ulyanovsk Oblast",7.60,46.60,5.10,1.50,0.60,61.40
1458,2015,"Khabarovsk Krai",6.00,68.30,11.10,2.80,0.80,89.00
1459,2015,"Republic of Khakassia",4.50,84.30,4.70,1.40,0.50,95.40
1460,2015,"Khantyâ€“Mansi Autonomous Okrug â€“ Yugra",4.40,68.70,9.80,2.00,1.30,86.20
1461,2015,"Chelyabinsk Oblast",4.80,43.60,4.40,1.40,0.50,54.70
1462,2015,"Chuvash Republic",6.30,41.40,8.20,0.50,0.40,56.80
1463,2015,"Chukotka Autonomous Okrug",4.70,31.50,11.20,2.60,1.30,51.30
1464,2015,"Sakha (Yakutia) Republic",5.10,56.00,8.90,1.70,0.60,72.30
1465,2015,"Yamalo-Nenets Autonomous Okrug",4.60,82.70,8.60,1.90,1.30,99.10
1466,2015,"Yaroslavl Oblast",9.30,39.00,8.70,1.40,0.90,59.30
1467,2016,"Republic of Adygea",3.60,27.30,3.60,1.00,0.50,36.00
1468,2016,"Altai Krai",4.80,37.30,4.50,0.70,0.30,47.60
1469,2016,"Amur Oblast",6.20,46.90,6.00,1.30,0.50,60.90
1470,2016,"Arkhangelsk Oblast",8.40,51.60,12.20,1.80,0.90,74.90
1471,2016,"Astrakhan Oblast",4.50,38.30,4.50,0.90,0.60,48.80
1472,2016,"Republic of Bashkortostan",2.70,61.90,6.80,0.60,0.50,72.50
1473,2016,"Belgorod Oblast",2.60,53.40,4.20,0.90,0.30,61.40
1474,2016,"Bryansk Oblast",7.00,35.00,4.80,0.70,0.40,47.90
1475,2016,"Republic of Buryatia",4.80,36.80,7.80,0.80,0.30,50.50
1476,2016,"Vladimir Oblast",8.80,50.90,7.50,1.00,0.70,68.90
1477,2016,"Volgograd Oblast",5.50,39.80,3.30,1.20,0.50,50.30
1478,2016,"Vologda Oblast",8.60,37.30,9.90,1.20,0.60,57.60
1479,2016,"Voronezh Oblast",5.50,43.40,4.30,1.30,0.60,55.10
1480,2016,"Republic of Dagestan",0.10,1.00,2.20,0.20,0.30,3.80
1481,2016,"Jewish Autonomous Oblast",5.50,59.60,8.30,1.60,0.50,75.50
1482,2016,"Zabaykalsky Krai",6.40,30.80,6.80,0.90,0.30,45.20
1483,2016,"Ivanovo Oblast",8.20,55.40,7.80,1.10,0.50,73.00
1484,2016,"Irkutsk Oblast",6.10,61.30,6.80,1.30,0.50,76.00
1485,2016,"Kabardino-Balkar Republic",0.60,14.50,0.50,0.20,0.10,15.90
1486,2016,"Kaliningrad Oblast",8.60,38.20,6.20,1.40,1.10,55.50
1487,2016,"Republic of Kalmykia",2.60,20.30,3.30,0.30,0.40,26.90
1488,2016,"Kaluga Oblast",7.50,45.10,7.60,1.50,0.90,62.60
1489,2016,"Kamchatka Krai",6.60,85.40,10.40,3.30,1.30,107.00
1490,2016,"Karachay-Cherkess Republic",0.90,25.30,0.70,0.20,0.10,27.20
1491,2016,"Republic of Karelia",11.50,51.70,12.20,1.40,1.20,78.00
1492,2016,"Kemerovo Oblast",4.90,60.40,7.60,1.20,0.50,74.60
1493,2016,"Kirov Oblast",7.30,70.40,9.70,1.00,0.50,88.90
1494,2016,"Kostroma Oblast",7.20,49.40,8.50,1.00,0.50,66.60
1495,2016,"Krasnodar Krai",5.30,63.50,3.80,1.50,0.60,74.70
1496,2016,"Krasnoyarsk Krai",5.30,58.20,5.80,1.70,0.50,71.50
1497,2016,"Republic of Crimea",4.40,42.10,5.10,1.70,0.70,54.00
1498,2016,"Kurgan Oblast",4.60,59.20,3.00,0.90,0.40,68.10
1499,2016,"Kursk Oblast",5.30,43.20,4.00,1.10,0.40,54.00
1500,2016,"Leningrad Oblast",8.10,41.00,8.40,1.60,1.30,60.40
1501,2016,"Lipetsk Oblast",6.20,39.70,4.60,1.10,0.40,52.00
1502,2016,"Magadan Oblast",7.60,56.50,12.70,3.10,1.30,81.20
1503,2016,"Mari El Republic",8.00,38.20,9.50,0.80,0.70,57.20
1504,2016,"Republic of Mordovia",4.70,46.10,6.50,0.60,0.30,58.20
1505,2016,Moscow,6.60,69.20,12.10,4.00,1.10,93.00
1506,2016,"Moscow Oblast",8.70,99.10,9.60,2.20,1.30,120.90
1507,2016,"Murmansk Oblast",8.10,47.60,12.20,2.50,1.90,72.30
1508,2016,"Nenets Autonomous Okrug",11.70,59.60,11.50,2.60,1.00,86.40
1509,2016,"Nizhny Novgorod Oblast",6.30,56.60,6.50,1.10,0.70,71.20
1510,2016,"Novgorod Oblast",10.60,47.40,8.50,1.40,0.90,68.80
1511,2016,"Novosibirsk Oblast",6.70,46.60,4.90,1.30,0.60,60.10
1512,2016,"Omsk Oblast",5.00,53.20,3.50,1.10,0.50,63.30
1513,2016,"Orenburg Oblast",4.50,42.40,3.30,1.00,0.30,51.50
